text,binary_label,language
@mlupita08 like barley 3'11 y ella ya 5ft,0,es
@mlupita08 same thing i say que cresca pa arriva pero de pata no lol . Ya que tho shes allready like a size bigger then me shes a 7 nd im a 6,0,es
"@mlupita08 haha asi esta mi sister se enoja y luego alrato shes like "" me prestas tus heels "" lop",0,es
Ojos verdes on replayyy ✌♩ ♪ ♬,0,es
Ojos verdes by Julion Alvarez 💕,0,es
@15Jocelynr le digo lol ! De todos modos yo ya subi unas cuantas libras haha,0,es
@15Jocelynr ya somos dos lol ive been eating all day !!,0,es
Whatever I 'm going to sleep today was a long day .... y manana nos espera otro !,0,es
Aver que nos trai dios alrato 😩,0,es
Okayyy calmada Fabiola ! Es okayy,0,es
That Novela made me wanna slap alejandro like crazy !!!!!,0,es
My moms enchiladas and arroz 👌 👌 👌 😍,0,es
Your lucky I cant sleep cause i took a nap hace rato si no I 'd be knocked out !,0,es
I textes my mom all happy about it i even sent her emojis y ni me contesta 😔😔😔,0,es
Allright my niggahs goodnight ✌ no more texts snapchats or calls untill tmrrw . The only ones tht can are gutty and the other compa !,0,es
In love mis nalgas same thing you said last time acuerdate ? Y como quedaste ? Mas bien como quedamos :/,0,es
@Patty__Vel si estas mi patty lol jk,0,es
@VanessaMarines yea dude ... ni se que decir le,0,es
@VanessaMarines yea .. but artemio said he would take me .. but no anda bien orita so i dont really wanna wake him up to take me,0,es
@VanessaMarines cause my bus gets here at 6:30 and i take like an hour to get ready so mujer aprevenida vale por dos lol,0,es
I wonder como anda mi negro en el trabajo 😢,0,es
Me avente exactly a month of vacation sali the 20th of december y today is my last day of vaycay !,0,es
@kcarrera25 hang in their kary . Be with her the whole time and take care of her ... dice mi ma que si necesitan algo nos hablen,0,es
No pero si fuera sido de ellas nos esperariamos hasta que varrieran el parking lot lol .,0,es
Oh y luego les saque lo de mi birthday !!!,0,es
"And then i told oscar "" No pero si tu Viejaa te dijera quiero ir al baile de bolada dejas de aser lo que haces y te arreglas """,0,es
I tld them que como a ellos no les convenia pos ni guato asen de ir !,0,es
Hoy les reclame todo a mis brothers y dad !,0,es
Si tuvieran ganas de ir it wouldny matter what time it was . they 'd still be goinh !,0,es
I think I 'll jst knock out aya ellas . I went to sleep at 4 lastnight lol .. peace my nigglets ✌,0,es
Y todavia dice mi ma que duermo vomo reyna lol,0,es
@acarrera55 hasta que te acuerdas de mi ! I miss you !!,0,es
@delatorre_yady okay pues text mehhhhh,0,es
"i asked him wat he was doing up y me dice "" I had an emergency "" and takes out the icecream !!",0,es
@delatorre_yady i knoe same here ! Ayer when i wasnt suppose to fall asleep porque me reganavan by 1 ya estava roncando y hora ni me pelan !,0,es
@Elmagnet_21 hahahahahha 😂 YO ?! Mmmm noooo nadien me pela lol . Quien le dijo esa mentira ?,0,es
@Patty__Vel oh yeaa nomas tienes tu permiy right ?!,0,es
@95Caldera ugghh i know pero pos ya que YOLO !!! that was a weekend to remember tho !,0,es
@95Caldera -.- okay aver si todavia estamos,0,es
@95Caldera idk most likely despues de church ... are you doing something ?,0,es
@95Caldera allright manana if we go to your casa we can have a serious tlk lol,0,es
@95Caldera yesss we can probs pick you up si es que we convince him,0,es
@95Caldera ill tell him ... si no lo convencemos me and you when we 're together !,0,es
I seriously havent gone out to a baile since october !,0,es
If my brothers black ass didnt work in the afternoon today . I 'd might be getting ready for the baile right now ! 😡,0,es
@Elmagnet_21 Si es que me llevan si se lo pongo pero si no . You 're on your own buddy .. oh i got it se busca una bailadora y baila all night !,0,es
@Elmagnet_21 your always on point con sus tweets ! 👌,0,es
Arent those enchiladas ?!,0,es
""" @MexicanMambaa24 : I could watch la rosa de guadalupe all day ! """,0,es
@MexicanMambaa24 omg dude como anda ... no nervios yet for sunday ?,0,es
@rmiguel23 yo tambien amanesi barefoot ! Do you ever feel like si no trai socks and your feet get cold your whole body gets cold ?,0,es
@KarlaMejia96 @rmiguel23 same here . I cant sleep without them aunque me levante sin ellas lol,0,es
I sleep with socks but i always wake up with only one on y la otra by my pillow !,0,es
@rmiguel23 yesss sir lol but i always have to sleep with fresh socks cuando me voy a dormir i change them si no no duermo agusto,0,es
My tia Oti be rocking them coach shoes and purse 👌,0,es
"Telling my brothers hace rato about tht yahoos pg on insta and they both respond with "" oooo let me find out who it is y no se la van acavar """,0,es
@VanessaMarines are you like forreals coming pa tender mi cama ?! O si no pos no lol,0,es
@VanessaMarines ahhhhh okay pues its ..... no niggah te la mando en txt everyonea gonna know where i live !,0,es
Va ser una hermosura when shes oldr ..... as much as i hate her i still love her !,0,es
"Y cuando andamod con family or something parese perico nunca se calla and he always "" fights "" con mis cousins lol",0,es
I only like being home when Oscar or Mom are home too si no i rather be in school or somewhere else !,0,es
@Yessi197 nomas que no se echan a secar you let them dry and then las lijas,0,es
@Yessi197 well nomas como de las edges . But de todos modos con cualquier cosa que les caiga me duele lol .. its really easy to clean them tho,0,es
@Yessi197 i jst got mine y ya se mancharon -.-,0,es
"When "" que guey soy "" plays and me and my mom start calling each other guey ! Lol (:",0,es
""" @IselaH1811 : Watching telepaisa movies y Dan ganas ya de andar en Los coleaderos 😫 #2014HereICome 💪 """,0,es
@kcarrera25 i dont porque me entra el aigresito : ' D,0,es
@acarrera3 oh i jst did dicen que como esta el palillo,0,es
@Garcia_L1207 eyyyy lol .... hey changa send me la picture que tienenes on tu keyboard,0,es
@Garcia_L1207 naww mejor me lo quedo yo !,0,es
@Garcia_L1207 so ya no te voy a ver for tu birthday ?!,0,es
@Garcia_L1207 te iras bolando lol !!! Aye ya quisieramos andar aya !,0,es
* Alex wakes up from her nap * Me : correle alex ya pa acavar el cuarto . Alex : na mejor deja que llege liz .. no mejor no nosotras hacemos des ****,0,es
@Garcia_L1207 yea probably ! But idk yet nomas mi tia le hablo a mi ma . And yea ta chisqiada la alexia,0,es
@Garcia_L1207 lmaooo como dijo mi es lo madre asi vengansen yo tengo ropa pa aventar pa afuera lol ... seriously i realized i have sooo much,0,es
@Garcia_L1207 pos los 3 days ?!,0,es
""" @banana_valeriaa : Can rodeo season 2014 start already !! "" 👌",0,es
@Nayeli_Irianaaa you really dont get pimples .. nomas es saber se cuidar like not sleeping with makeup .. tht gives you acne !!,0,es
I Started wearing Eyeliner like 2 months before my quince . i dont think its to bad cause aye girls que hasta foundation y toda la cosa usan,0,es
I cant say much cause i was one of the girls tht wore makeup before their 15 .. but i only wore mascara .,0,es
""" @MexicanMambaa24 : parents that let they 're daughters date & dance before she 's 15 I find no point of making her a quince . #myopinion """,0,es
@Patty__Vel ya manana lol,0,es
@Patty__Vel omg apenas vi estoooo !!!,0,es
Okay i got my goodnight snapchat / . \ so horasi a dormir ✌,0,es
"@95Caldera haha right !! And then she called to see "" a que horas llegavamos "" but in reality she called to ask about el chisme lmaoo",0,es
@95Caldera lmaooo omg like member tht one time we were making cueritos for chuyitos and arlenes bday and i busted out my dance move y tu,0,es
@95Caldera omg dude i sweae we need to get rid of ALOT of stuff empesando con mi ropa lol,0,es
@95Caldera osea read my other tweet !!! Lol and ya manana si dios quiere,0,es
@acarrera55 pero te lo trais contigo nada de que lo dejas aya lol,0,es
@acarrera55 okay pues tu me encuentras uno pero que no sepa el otro lol,0,es
@acarrera55 te acuerdas de tu chaparra cuando andes aya lol me saludas al novio !,0,es
@Patty__Vel @acarrera3 cause he almost busted his booty hace rato you should of seen him and artemio lol,0,es
@Patty__Vel but then tambien mu brother wrks early manana so tambien poreso ya ni dije nada,0,es
@Patty__Vel omg same here como que ni me entereso tanto . Estava entre si y no ... lol,0,es
I actually wanted to go but at the same timw all i wanted was come home shower y a dormir !,0,es
@charro1998 im jst asking apoco no es lo que saben aser ?,0,es
My insta pic .... Pa que vayan y digan ! Como lo saben aser ... veda ?! @charro1998,0,es
@Patty__Vel um no you didnt .... but how ?,0,es
The moment my mom says Luis Coronel es su bf y le manda besos o.O,0,es
@Patty__Vel okay pues !!!! Ya dijo i cant believe your parents still remember me,0,es
@Patty__Vel yea i guess but a mi me vale im pretty sure i know who it is .. like i said ill be the mature one here,0,es
@ImSilly_Karlaaa uyyyyy trai pege lol,0,es
I know I might sound bipolar as fuck but i find it funny how he slept on the couch because he knows mommas gonna bitch lmaooo,0,es
I fricken love my tias !! But just sometimes they get on my fucking nerves !!,0,es
Wow stuff really changes como dicen de un dia pa otro !!!,0,es
@Patty__Vel yea y luego mas que ya maneja la patty lol,0,es
@Patty__Vel si dios quiere pa this weekend,0,es
@Nayeli_Irianaaa omg text me i wanna hora porque lol,0,es
Me and la sister we 're supposly sleeping and i turned on the light and all of a sudden we jst start throwing stuff at each other lmaoo !!,0,es
@delatorre_yady @delatorregee hopefully soon porque ya es mucho sin ver las,0,es
"Pet the dog ( consentir/contemplar/acariciar al perro ) No es pamper o algo así :) Do n’t pet the dog , he does n’t like being touched .",0,es
"My baby daddy : El papá de mi bebé . My baby daddy is late on his child support , I ’m gonna have to take him to court .",0,es
Street smart : Vivo Cops have to be street smart because they have to be practical and handle important situations in bad neighborhoods .,0,es
"@Yaritzaa__ yo ya se muy bien 😂 , a mi me van a enterrar con De Los Pies Ala Cabeza tocando a un lado de mi caja lmao ☺",0,es
"@EliZaIBQ aqui dicen a tough nut to crack , un problema dificil de resolver :)",0,es
@valehtx Y 'all do n't say that when Y 'all drinking en la madrugada,0,es
@crystal_jaimes a donde tan peinada felisha ... lol #TooCuteToCare,0,es
1st street hit firme too #munchies #lahambremata,0,es
boutta shower then knock out #cansado,0,es
@Monimaravilla19 that boy tikooo .. qepd el guache Andy :/,0,es
@hellachingona .. you have the same username for everything no mames ha .,0,es
@sflowerssss quien tiene sed ? sacala manger lolol,0,es
@hellachingona my mugg . Santa claus y le . puse ho ho ho,0,es
I me Lleva en Su Moto Uff 👌,0,es
@_BBonjour okay pues ima shower now lol,0,es
@EliZaIBQ he was angry with me es correcto y escucho mucho más he got mad at you :),0,es
Waiting on my jefe to come so I could get feria,0,es
@kayytee_14 comete in yoplait es casi igual 😂,0,es
"@_itskayyyyy nah 😑✋ , some ceviche or aguachiles tho >>> 😍😋😭",0,es
Spill the beans . Contar/Soltar la lengua . We ’re throwing a surprise party for him . Do n’t spill the beans .,0,es
@LuuFive try it with tajin and fresh pieces of pepino in it #fuego,0,es
Talk the talk walk the walk Del dicho al hecho hay mucho trecho Anyone can say they ’re generous but can they talk the talk and walk the walk,0,es
""" Y nunca me entretengo aber si me aman , les doy mi corazon por una semana , y luego dejo k se alejen de mi si les da la gana """,0,es
Why u do diz 😭,0,es
@PhanyPak serio some tacos de al pastor would n't hurt either cx,0,es
"@alfonsodiazu Excuse me , do you know where the restrooms are ? las forma de preguntar no es una informal y otra formal las dos son diferentes",0,es
@Milyl15 orita vas a ver a una china con nalgas de oro lmao #estaareves,0,es
Wink : Guiñar el ojo . Martha winked at Carlos and everyone noticed that,0,es
"Listen up : Presta atención . The teacher told us to listen up , or else we would miss something important that would be on the test .",0,es
Split : separarse Dan and Katie ? They split a long time ago .,0,es
@VHC95 what class you got seca ?,0,es
"On my way : ( al teléfono ) Estoy en camino . Ok , I ’m on my way .",0,es
Omg Cuando Los guys Le Llaman a Mi sister from Mexico It makes me miss Jonny So Damn Much 😩 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️😭,0,es
"@Urkatu Nosotros tenemos solo una palabra para las dos palabras , pero tienen diferente significado . La imagen que se proyecta es Shadow",0,es
"As Coach G 'Rod would say "" Mexico Lleva A Tu Gente !!! "" #ImSayin #IJustCant #JeezuhsssIsTestinMe #LordSaveThyHoe",0,es
"My baby daddy : El papá de mi bebé . My baby daddy is late on his child support , I ’m gonna have to take him to court .",0,es
Mañana pelea Chavez Jr jijiji 😁😂👊💪,0,es
"Step aside : Hacerse a un lado/ Apartarse Step aside please , we need to get this ladder through .",0,es
@EricaYolli ya tas peda lmao,0,es
"@HoeBagg_Shelly haha ora stop being a huevona from Ramona !! , that 's why I only got one class haha",0,es
Small talk : Hablar de cosas triviales Person 1 : What did you guys talk about on the date ? Person 2 : It was mainly just small talk .,0,es
4th had some fuego as blue dream the other day #milagro,0,es
Fiorentina has Cuadrado in the bench no pos wow,0,es
I have no clue : No tengo ni idea . Person 1 : Where ’s Sarah ? Person 2 : I have no clue .,0,es
If only she knew that his bf is Da biggest playaa I could even think of 😖👌,0,es
"Hard-headed : Testarudo I told her she looks nice in the dress , but she ’s too hard-headed to listen .",0,es
Same goals Cabaye would score in Newcastle,0,es
Tome mucha agua today & now I have to go pee 24/7 😳😭😂😂 Jk cx,0,es
Those tacos with chubbs earlier >>>> #fuego 🔥🔥🔥,0,es
@princessstacy_ Okay Pues Ay Me Dices 😁👌,0,es
Shed pounds : Perder peso I ’m doing lots of cardio to shed the pounds off .,0,es
Move out ( no olvidar el out ) mudarse de un sitio a otro . We 're finally moving out over the weekend,0,es
@Milyl15 cual collegio ? I goto @elac,0,es
Procrastinating : Dejar para mañana lo que puedes hacer hoy . I need to stop procrastinating and do this paper .,0,es
"@Urkatu La protección q recibo porq algo bloquea el sol : shade . I want to be in the shade , I do n't want to burn my skin . My shadow follows me",0,es
