text,binary_label,language,source,media
"""Los mexicanos salieron de los indios, los brasileros salieron de la selva"".. yo salí de una champa..",1,es,ES_chileno,twitter
"¡Buenos días a los que vienen de los indios, a los que vienen de la selva y a los que vienen de los barcos de Europa! A too too!",1,es,ES_chileno,twitter
"El prejuicio racista no está en las palabras del Presidente Fernández sino en quienes interpretan que es ""mejor"" descender de inmigrantes de que indios.",1,es,ES_chileno,twitter
Y mataron a todos los negritos e indios porque no quedó casi nada.,1,es,ES_chileno,twitter
Llegaron de europa y viven como indios en la selva,1,es,ES_chileno,twitter
Y los indios mapuche te ganamos 2 finales papa.,1,es,ES_chileno,twitter
Te equivocas Fernández todos venimos de los indios y en la actualidad somos mestizos,1,es,ES_chileno,twitter
"Los constituyentes no estan preocupados de los temas importantes, solo los de moda: maracos, indios qliaos, matar embriones, cambiar de nombre las plazas, destituir al gobierno..",1,es,ES_chileno,twitter
"""La violencia verbal y las calumnias desplegadas por una elite limeña y sus medios contra Castillo y sus votantes surgen, creo, de saber que no pueden controlarlos. Estos “indios” y “serranos” (...) pueden llegar a ser presidentes"".",1,es,ES_chileno,twitter
Chile solo un 25%votara Jadue...aca somos indios pero no weones,1,es,ES_chileno,twitter
"La jeva literalmente: - Se queja de un video por ""xenofóbico y racista"" - Llama indios a los arabes. - Estoy seguro que se refería a hindúes y no indios.",1,es,ES_chileno,twitter
"El ninguneo del ministro a los trabajadores sanitarios que a pesar de estas autoridades ineptas han luchado día y noche por salvar vidas, es inaceptable! Les dio un charchazo gratuito! Ese señor no puede seguir al mando del ministerio de salud! #ElPeorGobiernoDeLaHistoria",1,es,ES_chileno,twitter
Vamos a Votar por Orrego somos 20 votos. No queremos ineptos y usados por comunismo.,1,es,ES_chileno,twitter
SE VENDE :$$$ CHILE TRAIDORES ZÁNGANOS LARVAS BASURA ADEFESIO CORRUPTOS LADRONES INEPTOS ASCURRANCE POLÍTICOS CHUCHETUMADRE MEZQUINOS CON EL PUEBLO CHILENO QUIÉN XUXA PUEDE HACER ALGO PUTA LA WEA PUEBLO CHILENO ANDA LEVANTA LA CABEZA Y VERÁS TODA LA REALIDAD,1,es,ES_chileno,twitter
Osea con suerte salvamos lo que tenemos y lo que venga pa farreo de los ineptos de izquierda. Causarán hiperinflacion y la plata no servirá ni pal baño,1,es,ES_chileno,twitter
cara de inmigrante y lela,1,es,ES_chileno,twitter
"Un ejemplo de inmigrante! Busca vender su trabajo (lindo, bueno y útil) su esfuerzo. No exige que lo mantenga el Estado provocando lástima como lo hace la mayoría.",1,es,ES_chileno,twitter
"Mucho tiene que ver, creo yo la cantidad de gente inmigrantes de muy bajo nivel y cultura sanitaria.... Contribuye a este aumento.....",1,es,ES_chileno,twitter
Lamentable que nunca hayamos tenido una oposición constructiva que no desampare a los ciudadanos es así como Bacheletby Piñera sofocaron nuestro país con oleadas de inmigrantes precarios y mendicantes.,1,es,ES_chileno,twitter
"Para mí no existe el candidato perfecto: tiene que ser alguien muy neoliberal en Economía, pero que a la vez esté dispuesto a quitarle las banderas ""culturales"" que falsamente enarbola la izquierda (apoyo a inmigrantes y los derechos de las personas gays).... 🤔",1,es,ES_chileno,twitter
"Jamás estaría de acuerdo con las tomas ni los robos. Pero meter a todos los inmigrantes en el mismo saco que esos sujetos, eso es xenofobia...",1,es,ES_chileno,twitter
Pero inmigrantes Italianos y Árabes .. no Sudacas se entiende ?,1,es,ES_chileno,twitter
"Las malditas derechas no saben perder porque todo lo obtienen por la fuerza o con la fuerza, o con corrupción, o con violencia, o con la propaganda del terror...l maldit nunca han obtenido nada con Dignidad, Decencia, Integridad, Transparencia.",1,es,ES_chileno,twitter
GRANDE JOSÉ ANTONIO KAST Y NO HAY MÁS ENTIENDAN CHILENOS GILES DONDE NOS LLEVAN LOS MALDITOS COMUNISTAS Y SOLO TENEMOS A JAK LOS OTROS SON TODOS UNA MAFIA CHUPASANGRES,1,es,ES_chileno,twitter
"Malditos ladrones, flojos de mierda",1,es,ES_chileno,twitter
Ustedes son la vida misma Son un canto a la vida un Poema al amor D su Corazón Dios Bendiga a cada una D Las patriotas Viva Chile jamas Nunca vencido somos un Pais Indomable fuera Zurdos Malditos mentirosos avaros Ególatras mientras quede un Patriota soy libre,1,es,ES_chileno,twitter
ÉSTO ESTÁ CIRCULANDO PARA BIEN DE LAS PERSONAS DECENTES. VÍCTIMAS DEL COMUNISMO. SON UNOS LADRONES MALDITOS SINVERGÜENZAS !!!!,1,es,ES_chileno,twitter
"Y ud se ha mantenido en el partido q aplaudió el Golpe y ganado una envidiable fortuna gracias al Estado q son dineros de todo los chien .Partido de traidores y oportunistas.Sea más hombrecito,no descalifique a Karina y deje mamar de tantos cargos!Es la hra de una MUJER=KARINA",1,es,ES_chileno,twitter
"Pucha. Se que te hubiese encantado ser español, holandés o de algún país europeo. Pero no! Tu cara es 95% mapuche como la gran mayoría de nosotros.",1,es,ES_chileno,twitter
"La mapuche es un asqueroso trapo y los mapuches; cero aporte, son puro gasto, daño y destrucción, tampoco originarios.",1,es,ES_chileno,twitter
Zurdo de mierda...con tu camiseta mapuche no le ganamos ni a Bolivia....quieres ser plurinacional como Bolivia??...anda solo puto...yo me retiro...Chile ya no gana mas...retrocedimos en todo...ahora tu clasico zurdito sera con Bolivia....felicitaciones puto y yeta..#VamosChile,1,es,ES_chileno,twitter
"Desde siempre ha asinado, Santa María, en tierras mapuche en la ""pacificación"" . La derecha siempre asesina. Los golpes de estado siempre han sido de derecha y con muerte,",1,es,ES_chileno,twitter
"Hoy la izquierda defiende a los mapuches, pero en el pasado fueron ellos los que utilizaron la ley antiterrorista en su contra, cuando no están en el poder mágicamente van a cambiar las cosas,pero luego están en el poder y se les olvida el discurso. Solo utilizan el discurso.🤦",1,es,ES_chileno,twitter
Q pais se deja atacar asi? Aqui #mapuches #narcoterroristas contra camioneros y hacen lo q quieren. Q pasa ? Hasta donde se estira el elastico? Q es lo que buscan señores? Querellas o actuamos?? #DDHH aqui no se cuentan nunca. Esto es la Democracia?,1,es,ES_chileno,twitter
Esa camiseta no me representa...que vuelva la roja....yeta esos simbolos mapuches de mierda...no le ganamos ni a Bolivia...yeta la camiseta y no me identifica...plurinacional??...quieres ser Boliviano puto??...celebra tu clasico...a la mierda zurdis yeta...#VamosChile,1,es,ES_chileno,twitter
"Presta el hoyo, maraca — Así le dijeron a tu mamá en la esquina que trabaja",1,es,ES_chileno,twitter
"Mas encima la vieja culia maraca despuea de romper 4 veces y con Dios su Matrimonio, se fue diciendo que desearía al Cielo y pediría y rogaría Morir... asi fue el Maltrato que Olga de Las Mercedez Castillo Villaroel hizo en Lo Prado... preferí morir y resucitar a un Apocalipsis",1,es,ES_chileno,twitter
Chile no necesita a la derecha maraca y traidora de chile fuimos. De que sirve sacar a mas derecha cobarde presta poto zurdo? Van a seguir entregando al pais.,1,es,ES_chileno,twitter
Auto de delincuentes encontrado sector la florida intensos operativos para dar con delincuentes que asesinaron a la mujer policía que realizaba su trabajo hacia la comunidad basta de esto en chile sigan apoyando políticos populistas y terminaremos peor,1,es,ES_chileno,twitter
"Fui a votar x el mal menor, visualice varias parejas de ""mujeres"" de pañuelito verde tomadas de la mano y otras de pelito corto tatuadas yendo a votar. Ese gremio es disciplinado a dar su apoyo. Evita que el comunismo radical tome el poder en Santiago. Todavía hay tiempo.",1,es,ES_chileno,twitter
"Si si Orrego Perl tb ninguneaste a las mujeres q tienen hij de distinto padre. No te hagas el buenito, ningún dc es bueno. Hipócrita",1,es,ES_chileno,twitter
Me recuerdo una publicidad en tv que decia...... maricon es el que agrede a una mujer..... tan cierto...... A las mujeres se las quieren y respetan......,1,es,ES_chileno,twitter
"Si la constitución la escribirán cobardes maricones como , estamos condenados al fracaso. Todo mi apoyo para las mujeres fuertes como y y otras que tienen el carácter y capacidad para sobrellevar esto y mucho más",1,es,ES_chileno,twitter
"Los cientos de niños negros que acabaron en escuelas para ""subnormales"" en Reino Unido en las décadas de los 60 y 70",1,es,ES_chileno,twitter
"Ceguera es no ver la calamidad de país, q nos han dejado nuestros gobernantes en 30 años.Corrupción y coimas en las instituciones, narco, delincuencia, desigualdad, miseria en pensiones, educ y salud de mala calidad, violación a los DDHH. Y ellos pagándose millonarios sueldos",1,es,ES_chileno,twitter
"A este payaso le fue tan mal como ""cientista politico"" como se autodenomina que se las da de analista social y como metodo de persuacion sugiere a las FFAA jajaja..tipico de imbeciles derechistas.",1,es,ES_chileno,twitter
"Botas de izmierda, así son estos payasos, se pasan la democracia por cierta parte en función de lo que les conviene",1,es,ES_chileno,twitter
Hay mucho de eso porque se han elegido muchos payasos.,1,es,ES_chileno,twitter
"Después de 14 años de una fracasada, corrupta, e inoperante reforma procesal penal, sumado a 12 años de un poder ejecutivo sin pantalones. Y más de 30 años de un legislativo corrupto y lleno de payasos. Esto es normal en nuestras poblaciones 🤦‍♂️",1,es,ES_chileno,twitter
"siempre hace lo mismo, pone candidatos payasos y después desaparecen, Flor Motuda, El Abogado(e) llorón, le Bea Sanchez po wn, ahora toca la tonta de la no les crean a estos mentirosos!!",1,es,ES_chileno,twitter
#SiguemeYTeSigo 🇨🇱🇨🇱🇨🇱🇨🇱 triste porque ahora tendremos una oleada de peruanos,1,es,ES_chileno,twitter
Hay que detener el virus comunista en Sudamérica. Fuerza peruanos de trabajo y esfuerzo,1,es,ES_chileno,twitter
La mamá está pal pico porque no firmó para entrar a la U. Ya me imagino cuando le diga que es hueco xD,1,es,ES_chileno,twitter
"años dando un servicio como el pico, porque eran los putos cabrones monopolista del mercado, ahora actúan como maracos.. 💪💪💪",1,es,ES_chileno,twitter
"""Loh van a espropiar lah casaaaa..."" Pobres weones 😅😅😅",1,es,ES_chileno,twitter
"y a la vez fue escogido por Dios como sacerdote del hogar aún cuándo es unifocal y la mujer tiene la virtud de ser multifocal. Por otra parte no debemos obviar que al 1º que debe amar y cortejar es a Dios,",1,es,ES_chileno,twitter
"Y Caaamaño? Y pancho Saagredo?.. Por ejemplo a Grace Lazcano, solo la tienen por ser mujer 🤦🏻‍♂️",1,es,ES_chileno,twitter
Bueno creo que la tendencia en política es de la tontera superlativa 😭😭 y mas encima quieren cupos por ser mujer,1,es,ES_chileno,twitter
La clase política menea el poto y aquí no ha pasado nada. Hipócritas.,1,es,ES_chileno,twitter
"Mira la respuesta weona de un diputado .. “nope” Apoyas SI o NO el retiro. Mojate el poto Larry. Quieren nuestras lucas para ustedes, por eso no quieren apoyar el retiro del 100%??? .... esta quedando claro que solo van x el $Botin... o sea robo, nacionalizacion, expropiacion.",1,es,ES_chileno,twitter
"Las tontas de #PautaLibre con el tremendo 🌶🌶 en el poto porque es muy probable que gane Keiko en Perú. Ya perdió la izquierda asquerosa en Ecuador, en Madrid, ahora estaría perdiendo en Perú!!! Solo los idiotas que no lo conocen quieren vivir en gobiernos de izquierda",1,es,ES_chileno,twitter
Mucha batucada igual votai DC facho qliao!,1,es,ES_chileno,twitter
Que asco Peru. Me toco ir de intercambio en el año 95’. Aún recuerdo ese olor a excremento que se olía en las calles principales de Lima y también esa gente que te mira feo cuando dices que eres chileno. La comida es lo único bueno pero su gente es basura.,1,es,ES_chileno,twitter
". El problema es que por la calidad de su trabajo, no merecen la remuneración que ellos mismos se autoasignaron.. Tropa de pencas, flojos, rascas y sinvergüenzas. .",1,es,ES_chileno,twitter
"A mi me sorprende cómo una izquierda infantilizada se victimiza, cierta gente se suma viendo faltas dónde no la hay, pudores dónde no los hay y mmoralinas rascas.. No me molesta q'Oliva se victimice.. solo demuestra q'será desastre pestilente",1,es,ES_chileno,twitter
"Sea quien sea que haya votado por ese saco weas, no se puede justificar por ningun motivo la violencia intrafamiliar.. Asi de weones son uds los zurdos..o me equivoco..??😅😅😅😅😅😅😅😅",1,es,ES_chileno,twitter
"Ósea, obvio que no toda la izquierda son imbeciles, pero esto otra vez comprueba que si son imbeciles populistas, na’amas #facepalm",1,es,ES_chileno,twitter
"Hippies de mierda, que infumables e imbeciles que son... No mas porfa🤦‍♀️",1,es,ES_chileno,twitter
Lo que vale callampa es la palabra de un comunista. #NoMasComunismo #ComunismoEsMiseria,1,es,ES_chileno,twitter
"Tipico veneco que llega a chile, son una carcasa, intentan mostrar una buena imagen pero por dentro valen callampa.",1,es,ES_chileno,twitter
Entre los brasileños que te hablan en portugués (pensando que les entiendes) y los venezolanos que manejan como el orto. Que se jodan las dos selecciones. #CopaAmerica2021,1,es,ES_chileno,twitter
"Le duela a quien le duela pero el gran problema es que muchos venezolanos estén en el pais que estén creen estar por encima de los demás y miradores en menos y lo digo porque lo he visto, dónde sea siempre se hacen las víctimas. Son buenos para hablar mal del país donde viven.",1,es,ES_chileno,twitter
"Se llenan el hocico con la palabra élite....como si estos zurdos de mierda fueran todos unos parias de la sociedad...siguen pegados con ese discurso hediondo y añejo de la lucha de clases...anda al mall tonto weon y veras al "" pueulo """,1,es,ES_chileno,twitter
Hay weones caras duras y un comunista tratando de corruptos a otros,1,es,ES_chileno,twitter
"Lamentablemente el haitiano es precario,no tienen disciplina laboral,son flojos,no entienden y si les das trabajo terminas demandando en la inspección , es la realidad ,allá los puristas q piensen otra cosa",1,es,ES_chileno,twitter
"Quedarán como acá en Valparaiso, cada vez menos locales, mas ambulantes y los 🐶 callejeros los seres de luz (Haitianos) los convertiran en 🍡🤢 y peor los verás a los seres de luz hacer 💩 en la calle a pleno día 😥🤢🤮🤮 😭😭",1,es,ES_chileno,twitter
"Que estupidez más grandes, ingresan por pasos ilegales, cometen delitos de connotación. Parece que a la comisionada de los DDHH #MichelleBachellet, no le está resultando el negocio de los extranjeros en Chile. Solo como recuerdo el caso de la aerolínea LAW ingresó de Haitianos???",1,es,ES_chileno,twitter
"Yo vivo al lado de esta toma llegaron con maquinaria pesada a allanar el terreno, tienen camionetas, SUV, fiestas y fuegos artificiales, ya sabes porqué, mayoría son venezolanos, haitianos y colombianos Ahí se debía en ene 2020 construir un SAR para 10.000 familias de los cerros",1,es,ES_chileno,twitter
"Estas muy equivocada, la TV chilena miente descaradamente, venden humo. Esa toma ilegal está en su mayoría firmada por venezolanos, haitianos y colombianos, tienen vehículos nuevos, fiestas todas las noches y venta de la buena. Lo sé, porqué viví al lado de la toma ilegal.",1,es,ES_chileno,twitter
"¡Compatriotas! Mientras todos estamos pendientes de IFE, y fútbol. En el otro lado de chile, la manga de ingeniero, técnicos, doctores y mecánicos. Especialmente; HAITIANOS, están generando: ""COLAPSO en todo tipo de servicios"". Por tanto, hago un llamado a solucionar este proble.",1,es,ES_chileno,twitter
Las oficinas del Registro Civil llenas de Venezolanos y haitianos actualizando datos para exigir bonos al Estado de Chile. En resumen estamos manteniendo a estos wnes con nuestros impuestos 🤬🤬🤬,1,es,ES_chileno,twitter
"Salgan CAGANDO TODOS los extranjeros delincuentes, nos llenamos de mierda, haitiana, dominicana, colombiana, venezolana, etc...",1,es,ES_chileno,twitter
Jajajajjaja vuelve a la selva peruano ignorante.,1,es,ES_chileno,twitter
Peruana ctm. Harto te hemos dado de comer. Ahora vuelve a tu país y preocupate lo que pasa allá...,1,es,ES_chileno,twitter
"Peruanas y bolivianas se vienen a parir quitando las camas a nuestras compatriotas, hai hecho algo por los miles d chilenos q no tienen salud, cama? Chancha ql, no t perdono ni una wa, pq teni plata y hablai cn la papa en la boca t crei mejor?",1,es,ES_chileno,twitter
#contigochv venezolanos de mierda no respetan las leyes chilenas hacen fiestas y para colmo reciben todos los bonos que da este gobierno corrupto. Deberían expulsarlos a todos. Pais al que llegan no respetan nada,1,es,ES_chileno,twitter
"Esos delincuentes son todos lacras extranjeras, la mayoría son venezolanos y colombianos, Fuera lacras de Chile...juicio y castigo YA!!!",1,es,ES_chileno,twitter
"Yo pensaba qué los chilenos eran machistas, hasta qué conocí colombianos y venezolanos.🤯 La cagó...",1,es,ES_chileno,twitter
"CUIDADO CON LOS QUE SE SUBEN A LOS AUTOS UBER Y SON EXTRANJEROS COLOMBIANOY Y VENEZOLANOS ESTAN ASALTANDO Y CON SPRAY DUERMEN Y ABUSAN .NO SUBIRSE .QUE SEAN CHILENO. ESTOS ,ANDAN SIN DOCUMENTOS .QUIEREN TODO GRATIS .RECIBEN TODOS LOS BONOS .Y PORQUE OJALA NO LES DEN NADA MAS CTM.",1,es,ES_chileno,twitter
"Aquí las únicas dictaduras o regímenes de iberoamerica son la cubana, la venezolana, la nicaragüense y posiblemente argentina si sigue en ese rumbo, y TODAS DE IZQUIERDA",1,es,ES_chileno,twitter
Mi profe tiene como una voz colombiana-venezolana🌚 Aaaaay profe susúrrame la clase 🔥,1,es,ES_chileno,twitter
claro si los q la sacaron fueron los peruanos q venden sopaipillas y los ambulantes delincuente del paseo ahumada,1,es,ES_chileno,twitter
"Yo he visto q la llegada de peruanos no es mala al contrario generan empleos,muchos inversionistas y emprendedores,ya que ellos no vienen con el chip de la iz💩de maburro de parasitar como lo hacen los venecos . A estos último yo les haría la cruz es ma prohibirá su ingreso 🤷🏻‍♀️",1,es,ES_chileno,twitter
"Si en Chile, país prospero, siendo el primer país de Latino América, la mayoría se ha inclinado por la izquierda, el comunismo (sinónimo de hambre y necesidades para el pueblo). Concuerdo, si quieres el comunismo en tu país, váyanse allí Peruanos, sea consecuente. VIVA CHILE 🇨🇱",1,es,ES_chileno,twitter
Los peruanos en el extranjero odian al chino y su descendencia así le dicen.vivi años alla,1,es,ES_chileno,twitter
"#VariantePiñera y su problema con la libertad de expresión es enfermiza, a la derecha chilena no le gusta la libertad, la persigue y la castiga cuando está no la hace ellos mismos! Mil veces maldito !!!",1,es,ES_chileno,twitter
"Entre una delincuente y un comunista, no se habría votado por el comunista!! Bueno los peruanos siempre eligen a delincuentes es su costumbre",1,es,ES_chileno,twitter
"Primero eran votos impugnados, no le alcanzó ahora quiere anular votos rurales dónde PC es favorecido . No se puede esperar más de la derecha corrupta peruana, no tienen ni sangre en la cara.",1,es,ES_chileno,twitter
"Pero vay a traer el rappi o no, venezolano culiao hambriento...",1,es,ES_chileno,twitter
Más venezolano que ser repartidor de Rappi y PedidosYa,1,es,ES_chileno,twitter
"El típico venezolano carente de información que cree quela izquierda es igual en toda América latina. Para él Bachelet, Dilma, Pepe Mujica y Chávez son lo mismo. Que nivel de falta de cultura, simplismo e ignorancia, por favor!!!",1,es,ES_chileno,twitter
"Es cuestión de mirar tu rutina. Ejemplo 1: carnicero venezolano con la radio a todo chancho y la mascarilla en la pera, cantando (o mejor dicho gritando) separado por un plástico (con dos grandes orificios) de los clientes, por los cuales entrega la mercadería y contagia 🤦‍♂️.",1,es,ES_chileno,twitter
